module,sub_intent,question,answer,keywords
academic_navigation,documents_identity,How can I get assistance for Campus ID related issues?,"For further assistance, you can email it@xmu.edu.my or raise an AskA request. IT support attends to requests during working hours (Monday-Friday).","assistance,support,IT,contact"
campus_life,it_connectivity,When is the campus email address and initial password provided?,"""The campus email address and initial password are provided during student registration for students or on-boarding for staff.""","provision,registration,onboarding"
campus_life,it_connectivity,What is the format for a campus email address?,"""The campus email address format is CampusID@xmu.edu.my.""","format,address,example"
campus_life,it_connectivity,How do I sign in to my campus email?,"""You can sign in to your campus email through https://www.office.com.""","login,sign-in,office.com"
campus_life,it_connectivity,Do I need to change my initial campus email password?,"""Yes","users must change the provided initial password upon the first login."""
campus_life,it_connectivity,Should I log out after using my campus email?,"""Yes","you should always log out of the application every time after using your campus email."""
campus_life,it_connectivity,How can I customize my campus email settings?,"""After signing in",click on the gear icon in the top right corner of the page to customize your email and Office 365 settings
campus_life,it_connectivity,What applications can I access through my campus email login?,"""Through your campus email login",you can access Outlook (Email)
campus_life,it_connectivity,How do I set the time zone for my Campus Email Outlook and Teams Calendar?,"""To set the time zone",click the gear icon in the top right
campus_life,it_connectivity,Why is it important to check my campus email frequently?,"""It is important to check your campus email frequently because the University uses it as a primary communication channel for announcements and information.""","communication,announcements,frequently"
campus_life,it_connectivity,What platform is used for campus email and other services?,"""All users can access campus email using Microsoft 365 Outlook and other valuable Microsoft 365 cloud services.""","Microsoft 365,Outlook,cloud services"
campus_life,it_connectivity,What happens to my campus email account after I leave or graduate from the University?,"""Your campus email address will be inactivated and eventually removed immediately once you have left or graduated from the University.""","inactivation,graduation,removal"
campus_life,it_connectivity,Should I archive my campus email data?,"""Yes",you should archive your important email or data regularly while your campus email account is still active
campus_life,it_connectivity,Is the University responsible for recovery of lost data from campus email or Microsoft 365 services?,"""No","the University does not take any responsibility for the recovery of saved files or data loss on Microsoft 365 applications and services."""
campus_life,it_connectivity,How do I change my initial campus email password?,"""To change your initial password",sign in through https://www.office.com
campus_life,it_connectivity,How can I reset my campus email password if I forgot it while on campus?,"""If on campus",you can visit the Library Circulation Counter (A3 2nd Floor) with your Campus ECard/IC/Passport
campus_life,it_connectivity,How can I reset my campus email password if I forgot it while off campus?,"""If off campus","you can raise an AskA request (app.xmu.edu.my/aska) and attach a softcopy of your Campus ECard/IC/Passport for identity verification."""
campus_life,it_connectivity,What are the requirements for a strong campus email password?,"""A strong password must have a minimum length of 8 characters and use multiple character sets",including uppercase and lowercase characters
campus_life,it_connectivity,How do I archive my campus emails?,"""You can archive your emails",contacts
campus_life,it_connectivity,What is a phishing email?,"""A phishing email is a fraudulent communication designed to appear from a trusted source",usually via email
campus_life,it_connectivity,How do phishing attacks work?,"""Phishing attacks work by sending fraudulent emails that appear to be from trusted senders (like the university)","coaxing victims into providing confidential information on scam websites or downloading malware."""
campus_life,it_connectivity,What are common indicators of a phishing email?,"""Phishing emails often have an aggressive tone",claim immediate action is needed to avoid repercussions
campus_life,it_connectivity,How can I protect myself from phishing emails?,"""To protect yourself",avoid sending private information via email
campus_life,it_connectivity,What should I do if I suspect an email is a phishing attempt?,"""If you suspect an email is a phishing attempt",forward it to it@xmu.edu.my for checking
campus_life,it_connectivity,What is the main role of the Student Helpdesk at Xiamen University Malaysia?,The Student Helpdesk acts as the first point of contact for students to Xiamen University Malaysia (XMUM).,"role,contact,students,XMUM"
campus_life,it_connectivity,What services does the Student Helpdesk primarily provide?,"The Student Helpdesk mainly provides assistance and services for Student Vehicle Registration, Feedback, Lost and Found, Student Verification, Student Personal Accident Insurance, and PTPTN Enquiries.","services,assistance,help,support"
campus_life,it_connectivity,Can the Student Helpdesk assist with student vehicle registration?,"Yes, the Student Helpdesk provides assistance and services for Student Vehicle Registration.","vehicle,registration,campus,driving"
campus_life,it_connectivity,Does the Student Helpdesk handle student feedback?,"Yes, the Student Helpdesk provides assistance and services related to student Feedback.","feedback,complaints,suggestions,opinions"
campus_life,it_connectivity,Where should students go for Lost and Found items?,The Student Helpdesk provides assistance and services for Lost and Found items.,"lost,found,items,belongings"
campus_life,it_connectivity,What purposes does Student Verification by the Helpdesk serve?,Student Verification is provided for purposes such as lost/damaged student ID card reports and public transport discount card registration.,"verification,ID card,transport,discount"
campus_life,it_connectivity,Can the Student Helpdesk assist with Student Personal Accident Insurance?,"Yes, the Student Helpdesk provides assistance and services for Student Personal Accident Insurance.","insurance,accident,personal,coverage"
campus_life,it_connectivity,Does the Student Helpdesk handle PTPTN enquiries?,"Yes, the Student Helpdesk provides assistance and services for PTPTN Enquiries.","PTPTN,enquiries,questions,loan"
campus_life,it_connectivity,Are campus buildings fully covered by wireless network signal?,"Yes, all campus building areas are fully covered by the campus wireless network signal.","coverage,campus,signal,wireless"
campus_life,it_connectivity,How do users access the campus WIFI network?,Users can access the WIFI network through the University’s Central Authentication System (CAS) and obtain an IP address and configuration setting automatically via DHCP.,"access,CAS,DHCP,authentication"
campus_life,it_connectivity,When was the wireless network enhancement implemented for students?,The wireless network enhancement for Student WIFI SSIDs was implemented on 27th March 2026.,"enhancement,student,date,implementation"
campus_life,it_connectivity,What are the WIFI SSIDs for students?,The WIFI SSIDs for students are 'Student-5G' or 'Student'.,"student,SSID,name,identification"
campus_life,it_connectivity,How do students log in to the campus WIFI?,Students log in by entering their Campus ID and password on the redirected login screen/page. Their device should remain connected for the duration of the session once logged in.,"student,login,authentication,password"
campus_life,it_connectivity,What are the WIFI SSIDs for staff and how is authentication handled?,"The WIFI SSIDs for staff are 'Staff-5G' or 'Staff'. The password will be advised by the IT Department. Currently, user authentication is not required, but it will be imposed in a later phase.","staff,SSID,password,authentication"
campus_life,it_connectivity,What is the WIFI SSID for the International Academic Exchange Centre and how do users get the password?,The WIFI SSID for the International Academic Exchange Centre is 'XMU-IAEC'. The password will be advised by IAEC staff.,"IAEC,SSID,password,access"
campus_life,it_connectivity,Is it allowed to use a personal wireless router on campus?,"If you would like to use your own wireless router, you must seek approval from the IT Department.","router,personal,approval,IT"
campus_life,it_connectivity,What are the restrictions for naming personal WIFI SSIDs on campus?,"The WIFI name (SSID) for personal use cannot begin with 'XMU' and cannot use the same SSID names as Guest, Staff, Student, etc.","personal,SSID,restrictions,naming"
campus_life,it_connectivity,Is internet access provided by the university free of charge?,"Yes, internet access provided by the University is currently free of charge.","internet,cost,free,university"
campus_life,it_connectivity,How can users get assistance with WIFI issues?,"Users can visit the IT Office A3-103 (1F) during working hours, email IT at it@xmu.edu.my, or raise an 'AskA' request for further assistance.","support,contact,IT,assistance"
admin_directory,about_xmum,What is the full name of the university?,The full name of the university is Xiamen University Malaysia (XMUM).,"university,name,XMUM"
admin_directory,about_xmum,What is the motto of Xiamen University Malaysia (XMUM)?,"The motto of XMUM is ""Pursuing Excellence, Striving For Perfection"".","XMUM,motto,excellence,perfection"
admin_directory,about_xmum,What is Xiamen University Malaysia's (XMUM) vision?,"XMUM aspires to become a university with a distinct global outlook, featuring first-class teaching and research, and embracing cultural diversity.","XMUM,vision,global outlook"
admin_directory,about_xmum,What is Xiamen University Malaysia's (XMUM) mission?,"To nurture young talents with dignity and wisdom, turning them into fine citizens of the region who will contribute to the prosperity of the people and social progress of Malaysia, China and Southeast Asia.","XMUM,mission,nurture,talents"
academic_navigation,courses_syllabus,What are the registration and orientation dates for the February Semester 2025?,Registration Days: 7 & 8 Feb 2025. Orientation Day: 9 Feb 2025.,"academic calendar,February,2025"
academic_navigation,courses_syllabus,When is the Examination Week for the February Semester 2025?,The Examination Week for the February Semester 2025 is from 17 - 24 Mar 2025.,"examination,February,2025"
academic_navigation,courses_syllabus,When is the Semester Break after the February Semester 2025?,The Semester Break after the February Semester 2025 is from 22 - 27 Mar 2025.,"semester break,February,2025"
academic_navigation,courses_syllabus,What are the registration and orientation dates for the April Semester 2025?,Registration Days: 28 & 29 Mar 2025. Orientation Day: 30 Mar 2025.,"academic calendar,April,2025"
admin_directory,about_xmum,When is the Revision Week for the April Semester 2025?,The Revision Week for the April Semester 2025 is from 14 - 20 Jul 2025.,"revision,April,2025"
academic_navigation,courses_syllabus,When is the Examination Week for the April Semester 2025?,The Examination Week for the April Semester 2025 is from 21 Jul - 1 Aug 2025.,"examination,April,2025"
academic_navigation,courses_syllabus,When is the Semester Break after the April Semester 2025?,The Semester Break after the April Semester 2025 is from 2 Aug - 18 Sep 2025.,"semester break,April,2025"
academic_navigation,courses_syllabus,What are the registration and orientation dates for the September Semester 2025?,Registration Days: 19 & 20 Sep 2025. Orientation Day: 21 Sep 2025.,"academic calendar,September,2025"
admin_directory,about_xmum,When is the Revision Week for the September Semester 2025?,The Revision Week for the September Semester 2025 is from 5 - 11 Jan 2026.,"revision,September,2025"
academic_navigation,courses_syllabus,When is the Examination Week for the September Semester 2025?,The Examination Week for the September Semester 2025 is from 12 - 23 Jan 2026.,"examination,September,2025"
academic_navigation,courses_syllabus,When is the Semester Break after the September Semester 2025?,The Semester Break after the September Semester 2025 is from 24 Jan - 19 Feb 2026.,"semester break,September,2025"
academic_navigation,courses_syllabus,What are the registration and orientation dates for the February Semester 2026?,Registration Days: 20 & 21 Feb 2026. Orientation Day: 22 Feb 2026.,"academic calendar,February,2026"
academic_navigation,courses_syllabus,When is the Examination Week for the February Semester 2026?,The Examination Week for the February Semester 2026 is from 30 Mar - 3 Apr 2026.,"examination,February,2026"
academic_navigation,courses_syllabus,What are the registration and orientation dates for the April Semester 2026?,Registration Days: 3 & 4 Apr 2026. Orientation Day: 5 Apr 2026.,"academic calendar,April,2026"
admin_directory,about_xmum,When is the Revision Week for the April Semester 2026?,The Revision Week for the April Semester 2026 is from 13 - 19 Jul 2026.,"revision,April,2026"
academic_navigation,courses_syllabus,When is the Examination Week for the April Semester 2026?,The Examination Week for the April Semester 2026 is from 20 - 31 Jul 2026.,"examination,April,2026"
academic_navigation,courses_syllabus,When is the Semester Break after the April Semester 2026?,The Semester Break after the April Semester 2026 is from 1 Aug - 24 Sep 2026.,"semester break,April,2026"
academic_navigation,courses_syllabus,What are the registration and orientation dates for the September Semester 2026?,Registration Days: 25 & 26 Sep 2026. Orientation Day: 27 Sep 2026.,"academic calendar,September,2026"
admin_directory,about_xmum,When is the Revision Week for the September Semester 2026?,The Revision Week for the September Semester 2026 is from 4 - 10 Jan 2027.,"revision,September,2026"
academic_navigation,courses_syllabus,When is the Examination Week for the September Semester 2026?,The Examination Week for the September Semester 2026 is from 11 - 21 Jan 2027.,"examination,September,2026"
academic_navigation,courses_syllabus,When is the Semester Break after the September Semester 2026?,The Semester Break after the September Semester 2026 is from 23 Jan - 11 Feb 2027.,"semester break,September,2026"
campus_life,general_info,What are some general rules for student dress code at XMUM?,Students are required to be appropriately attired in a manner befitting the status of university students at all times and must wear their student ID card in all academic and public venues. They must also abide by guidelines for specific sports/recreational venues.,"dress code,student ID,general rules"
campus_life,general_info,What apparel is NOT allowed in public venues and formal occasions at XMUM?,"Shorts, skirts that show the knee, sleeveless/singlets, see-through clothing, and flip-flops are not allowed in public venues and formal occasions.","dress code,prohibited,attire"
campus_life,general_info,Who enforces the dress code at XMUM?,All XMUM staff members are empowered to issue warnings and to bar any students who violate the rules.,"dress code,enforcement,staff"
campus_life,documents_identity,What is the purpose of the XMUM Academic Guide and Regulations handbook?,"The handbook aims to strengthen the implementation of standardized academic regulations for undergraduate programmes leading to Bachelor's Degrees, considering current and future university needs.","academic guide,regulations,purpose"
campus_life,it_connectivity,What are some key responsibilities of students regarding academic regulations?,"Students must read and understand all regulations, familiarize themselves with programme specifics, complete course registration on time, check university email/bulletin board regularly, pay tuition fees on time, attend activities, adhere to appointments, seek advice, and be responsible for consequences of non-compliance.","student responsibilities,academic,regulations"
campus_life,general_info,Who determines entry requirements for Bachelor's Degree Programmes?,Entry requirements for Bachelor's Degree Programmes are determined by the University.,"admission,entry requirements"
admin_directory,about_xmum,What happens if a student fails to register within the stipulated time after receiving an admission offer?,"If students fail to register within the stipulated time, they are deemed to have declined the admission offer, although late registration may be allowed within 1-2 weeks with plausible reasons and supporting evidence.","admission,registration,deadline"
academic_navigation,finance_fees,What is provided to registered students for academic purposes?,"Registered students are given a university email, ID, and password to access the Academic Affairs Online System for course registration and other academic-related purposes.","student services,academic system,login"
campus_life,it_connectivity,What is the official communication channel between the University and students?,The university email will be the official communication channel between the University and students.,"communication,official,email"
campus_life,documents_identity,What are the required purposes for carrying a student ID card on campus?,"The student ID card is required for entering the campus, paying fees at the Finance Office, using library facilities, sitting for final examinations, and any other purposes on campus.","student ID,campus access,facilities"
campus_life,it_connectivity,What is the process for withdrawing from the university?,"Students wishing to withdraw must fill out a ""Programme Withdrawal Form"" from the Admissions Office, return university property, and settle all outstanding fees. The process takes up to 5 working days.","withdrawal,process,fees,forms"
academic_navigation,finance_fees,What is the refund policy for tuition fees upon withdrawal?,"Students withdrawing within the first two teaching weeks of a new semester are eligible for a 50% tuition fee refund. After two weeks, there is no refund.","tuition fees,refund,withdrawal"
campus_life,general_info,How can Malaysian students change their study programme?,"Malaysian students can change their study programme by filling out a prescribed form from the Academic Affairs Office and submitting it within two weeks before the end of a semester, provided they meet the new programme's entry requirements.","change programme,Malaysian students"
admin_directory,about_xmum,Are students terminated for disciplinary problems eligible for re-admission?,"No, students who have been terminated by the university due to disciplinary problems will not be eligible for re-admission.","re-admission,disciplinary,ineligible"
campus_life,general_info,What is the maximum duration for deferment of study?,"Students shall not defer their studies for more than one year, except in the case of a health condition certified by a qualified medical practitioner.","deferment,study,duration,health"
academic_navigation,courses_syllabus,What is the fee policy if an application for deferment is received and approved before the semester starts?,"If an application for deferment is received and approved before the semester starts, the student is exempted from paying any fees for the semester.","deferment,fees,exemption"
academic_navigation,courses_syllabus,What is the fee policy if a student applies for deferment after the semester starts?,"If a student applies for deferment after the semester starts, paid tuition fees will be transferred to the next semester. A 50% refund is given if deferment is within the first two teaching weeks; no refund after two weeks.","deferment,fees,refund"
campus_life,general_info,What is the maximum duration of study allowed at XMUM?,The maximum length of study must not exceed 6 years (7 years for Bachelor of Medicine in Traditional Chinese Medicine (Honours)).,"study duration,maximum,degree"
campus_life,general_info,How often is student evaluation of teaching conducted?,Student evaluation of teaching is conducted twice during the long semester and once during the short semester.,"evaluation,teaching,frequency"
campus_life,general_info,What happens if students do not participate in the student evaluation of teaching?,Final semester results will not be released within the required timeframe to students who have not participated in the evaluation process.,"evaluation,results,consequence"
academic_navigation,courses_syllabus,What is the maximum credit hours allowed for a long semester?,The maximum credit hours for a long semester is 21.,"credit hours,long semester"
academic_navigation,courses_syllabus,What is the maximum credit hours allowed for a short semester?,The maximum credit hours for a short semester is 7.,"credit hours,short semester"
academic_navigation,general_info,What is the timeframe for adding or dropping courses?,"The designated timeframe for adding or dropping courses is TWO weeks for a long semester or ONE week for a short semester from the start date. Late applications (before week 5 for long, week 2 for short) may be considered for specific circumstances.","course registration,add/drop,timeframe"
academic_navigation,exams_grades,What is the minimum credit requirement students must maintain when dropping courses?,Students who wish to drop courses must maintain the minimum credit requirement for the semester (60% of the maximum credits per semester).,"course dropping,minimum credits"
academic_navigation,exams_grades,What happens if a student receives a 'Fail' grade in a compulsory course?,"If students receive a 'Fail' grade in a compulsory course, they are required to retake the same course.","retake course,fail grade,compulsory"
academic_navigation,exams_grades,"What is the fee policy for course retakes effective January 1, 2024?","Effective 1 January 2024, all course retake attempts are subject to a chargeable fee: RM500.00 per credit hour for Art and Business courses, RM550.00 per credit hour for Science courses, and RM500.00 per credit hour for General Elective / MPU courses.","retake course,fees,policy"
academic_navigation,general_info,What are the methods of course assessment?,"Course assessment methods can vary and may include continuous assessment (mid-terms, tests, assignments, laboratory work, presentations) and/or a final assessment (final examination).","course assessment,methods,evaluation"
academic_navigation,general_info,What is the minimum attendance requirement for each course?,The minimum attendance requirement for each course is 80%.,"attendance,minimum,course"
campus_life,exams_grades,What happens if a student fails to meet the minimum attendance requirement?,Students who fail to meet the 80% attendance requirement without valid reasons will be barred from taking the final examination for that course and will receive a Grade F.,"attendance,consequences,examination"
academic_navigation,exams_grades,What are the eligibility criteria for final examinations?,"All registered and active students are required to participate in final examinations, provided they have completed official course registration, cleared all outstanding fees, and are not barred from the examination.","final examination,eligibility,fees"
academic_navigation,exams_grades,Under what grounds can students defer their final examinations?,Students may be allowed to defer their final examinations on medical and compassionate grounds and/or valid reasons accepted by the University; common illness or fever will not be considered.,"examination deferment,medical,compassionate"
academic_navigation,exams_grades,What is the deadline for submitting a Deferment Form for final examinations?,"The completed Deferment Form and supporting documents must be submitted to the Academic Affairs Office before the scheduled date of the examination, preferably before the examination week.","examination deferment,deadline,form"
academic_navigation,exams_grades,When is each student's personal examination timetable released?,The Academic Affairs Office will release each student's personal examination timetable one week before the final examination week.,"examination schedule,release"
academic_navigation,exams_grades,What items are permitted in the examination room?,"Permitted items include stationery, student ID for identification, and water bottles without labels or covers.","examination,permitted items"
academic_navigation,exams_grades,What happens if a student is found with unauthorized materials during an examination?,"If students are found with unauthorized materials, it will be assumed they have used them, no defence will be accepted, and all unauthorized materials will be confiscated.","examination,unauthorized materials,misconduct"
academic_navigation,exams_grades,What is the earliest and latest a student can leave the examination room?,"Students are not permitted to leave the examination room during the first 60 minutes after the examination starts and the last 15 minutes before it ends, except for sudden needs.","examination,leaving room,time limits"
academic_navigation,exams_grades,What happens if a student arrives 30 minutes or more after the examination starts?,Students who arrive 30 minutes or more after the examination starts will not be allowed to take the examination.,"examination,late arrival,penalty"
academic_navigation,exams_grades,How are the Grade Point Average (GPA) and Cumulative Grade Point Average (CGPA) calculated?,GPA = (credits attempted for each course x grade point awarded for the course) / The total credits attempted in a semester. CGPA = Σ (credits earned for each course x grade point awarded for the course) / The cumulative credits earned over all semesters.,"GPA,CGPA,calculation,grades"
campus_life,it_connectivity,"What is a ""CONDITIONAL PASS"" status?","A ""CONDITIONAL PASS"" status (Grade Point of 1.7 or Grade C-) allows students to retake the course to achieve a ""Pass"" or higher grade, but can only be utilized ONCE throughout the student's study duration, provided GPA and CGPA are above 2.0 in the current semester.","conditional pass,grades,retake"
academic_navigation,exams_grades,What is the grade threshold for Chemical Engineering and Electrical and Electronics Engineering students to pass a core/major/elective course?,Chemical Engineering and Electrical and Electronics Engineering students must obtain a threshold mark of 40 in the final examination and achieve an overall mark of 55 or above to pass a core/major/elective course.,"grade threshold,engineering"
academic_navigation,exams_grades,"What is the grade threshold for Computer Science and Technology, Software Engineering, Digital Media Technology, Cyber Security, Artificial Intelligence, Data Science, English Language and Literature, Chinese Studies, Accounting, Finance, International Business, and E-Commerce students to pass a core/major/elective course?","These students must obtain a threshold mark of 40 in all assessment components, including the final examination, and an overall mark of 55 or above to pass a core/major/elective course.","grade threshold,computer science,business"
academic_navigation,exams_grades,What is the grade threshold for Traditional Chinese Medicine students to pass a core/major/elective course?,"Traditional Chinese Medicine students must obtain a threshold mark of 50 in all assessment components, including the final examination, and an overall mark of 55 or above to pass a core/major/elective course.","grade threshold,TCM"
academic_navigation,exams_grades,What is the grade threshold for Mathematics and Applied Mathematics students to pass a MAT-coded course?,"Mathematics and Applied Mathematics students must obtain a threshold mark of 40 in all continuous assessment components, and an overall mark of 55 or above to pass a MAT-coded course.","grade threshold,mathematics"
campus_life,general_info,When are official results released to students?,Official results will be made available to students through the AC system within three weeks after the completion of the final examination.,"results,release,timeframe"
campus_life,general_info,What is plagiarism and collusion?,"Plagiarism is copying another person's work without proper acknowledgment, including using AI tools for direct copying or paraphrasing. Collusion is collaborating with others in preparing and writing work when it should be individual effort.","plagiarism,collusion,academic misconduct"
campus_life,general_info,What are the penalties for academic misconduct like plagiarism or collusion?,"Any form of academic misconduct will result in a zero mark for the entire assignment or a portion of it. If collusion involves multiple people, all involved will face the same penalty.","academic misconduct,penalty,zero mark"
academic_navigation,exams_grades,What happens if a student is found guilty of cheating in an examination?,"If proven guilty of cheating in an examination, the student will be considered to have failed the examination, receive a ""Fail"" grade, and will be required to retake the same course.","cheating,examination,penalty,retake"
campus_life,it_connectivity,What is the Student Discipline and Behaviour Committee (SDBC) responsible for?,The SDBC is a committee responsible for handling academic disciplinary-related matters and imposing penalties on students found to have committed misconduct.,"SDBC,discipline,misconduct"
academic_navigation,exams_grades,What penalties can the SDBC impose for examination misconduct?,"Penalties may include a zero mark for the specific examination paper or all assessments, a one-semester suspension, requirement to retake affected assessments, expulsion from the University (for previous cases), a fine, or withholding of grades/transcript/degree.","SDBC,penalties,examination misconduct"
academic_navigation,exams_grades,How can students appeal against their examination results?,"Students can appeal by requesting a re-marking of their final examination answer script for a specific course, submitting the appeal form to the Academic Affairs Office during the first week of a new semester.","appeal,examination results,re-marking"
academic_navigation,exams_grades,What is the fee for appealing an examination result?,"An appeal fee of RM50.00 will be charged for each course, payable at the Finance Office.","appeal,fees,examination result"
academic_navigation,exams_grades,Under what conditions is an examination appeal considered successful and eligible for a refund?,"An appeal is considered successful if the newly awarded mark is higher than the previous one, in which case the payment made for the appeal will be refunded to the student.","appeal,successful,refund"
campus_life,general_info,What are the grounds for appealing against a decision made on academic misconduct/disciplinary matters?,Appeals will be allowed based on grounds such as students believing they have been unfairly judged or major administrative mistakes affecting academic records.,"appeal,disciplinary,misconduct"
campus_life,general_info,What are the graduation requirements at XMUM?,"To be conferred a degree, students must fulfill minimum total credit hours, attain a minimum CGPA of 2.0, have received at most one ""Conditional Pass"" status, and fully settle all outstanding fees and charges.","graduation,requirements,CGPA,fees"
campus_life,general_info,What are the office hours for the Academic Affairs Office?,"The Academic Affairs Office (Room A3#702) is open Monday to Friday from 8:30 am to 5:30 pm, with a lunch break from 12:30 pm to 1:30 pm.","Academic Affairs,office hours,contact"
academic_navigation,finance_fees,What are the additional fees for international students?,"International students are required to pay a refundable Security Deposit of RM1,000 and an International Student Fee of RM2,500 per academic year.","international students,fees,deposit"
academic_navigation,courses_syllabus,When are semester fees due?,Students are required to pay the first semester fees upon enrolment and subsequently within seven (7) working days from the commencement of the new semester.,"fees,payment,deadline"
academic_navigation,courses_syllabus,What happens if semester fees are not paid by the due date?,Students will be automatically barred from attending classes and may have access to facilities withdrawn. Certificates will be withheld at graduation if fees are outstanding. An administrative charge of RM30.00 per week will be imposed after the 7th day.,"fees,late payment,consequences"
academic_navigation,finance_fees,What are the accepted modes of fee payment at XMUM?,"Payment of fees can be made via Finance Office or Online Banking (ePayment portal, online fund transfer), Cheque/Bank Draft, Credit Cards, Direct Bank-In & Telegraphic Transfer (TT), and Cash.","fee payment,modes,options"
campus_life,general_info,What are the contact details and office hours for the Finance Office?,"The Finance Office (Room A3-7-11) is open Monday to Friday from 9:00 am to 5:00 pm. Email: finance@xmu.edu.my, Phone: 03-8800 6856.","Finance Office,contact,office hours"
campus_life,documents_identity,What services does the Student Helpdesk provide?,"The Student Helpdesk provides assistance with student vehicle registration, feedback, lost and found, student verification, student personal accident insurance, and PTPTN enquiries.","Student Helpdesk,services,support"
academic_navigation,finance_fees,What is required to register a motor vehicle with the Student Affairs Office?,"To register a vehicle, students must submit a Student Vehicle Registration Form with photocopies of their Vehicle Registration Card, Student ID, valid Driving License, and an authorization letter if the student is not the owner.","vehicle registration,requirements"
campus_life,documents_identity,What is the policy on lost/damaged student ID cards?,Lost/damaged ID cards must be immediately reported to the Student Helpdesk during working hours and will incur an administrative charge. Only one student ID card is permitted per person at a time.,"student ID,lost,damaged,policy"
campus_life,documents_identity,What does the Student Group Personal Accident Insurance cover for local students?,"For local students, the policy covers accidental death, accidental permanent disablement, accidental death on public common carrier or in school premises, ambulance fees (RM50 private, RM25 government), kidnapping extension (RM15,000), bereavement allowance (RM2,000), daily hospital cash allowance (RM50 private, RM25 government), accidental dental treatment (RM500), and allowance for school/tuition fees.","insurance,personal accident,local students"
campus_life,general_info,Where can students get information about PTPTN (National Higher Education Fund Corporation)?,"Students can visit the helpdesk of the Student Affairs Office to consult on PTPTN eligibilities, loan amounts, online application flow chat, online schedule, and application guidelines.","PTPTN,enquiries,student affairs"
campus_life,general_info,What are the contact details and office hours for the Student Affairs Office?,"The Student Affairs Office (Room B1 # 107) is open Monday to Friday from 8:30 am to 5:30 pm. International Student Affairs Office email: internationaloffice@xmu.edu.my, Phone: 03-8800 6838 / 03-8705 5048.","Student Affairs,contact,office hours"
admin_directory,about_xmum,What is the mission of the XMUM Counselling Centre?,"The XMUM Counselling Centre aims to promote the mental well-being of all students, meeting their unique needs irrespective of age, socioeconomic status, ethnicity, culture, religion, gender identity, and sexual orientation.","Counselling Centre,mission,well-being"
campus_life,documents_identity,What services does the Counselling Centre provide?,"The Counselling Centre provides free individual and group counselling, supporting students with adaptation, self-exploration, study stress, emotion, grief and loss, sexuality/gender, family, boy-girl relationships, friendship, and career guidance.","Counselling Centre,services,support"
campus_life,it_connectivity,How can students make an appointment with the Counselling Centre?,Students can make an appointment by visiting http://www.xmu.edu.my/2017/0527/c14709a285624/page.htm or https://forms.office.com/r/thC285mijta.,"Counselling Centre,appointment,booking"
campus_life,general_info,What are the contact details and office hours for the Counselling Centre?,"The Counselling Centre (Room B1 # 111) is open Monday to Friday from 8:30 am to 5:30 pm. Email: counselling@xmu.edu.my, Phone: 03-8705 5059.","Counselling Centre,contact,office hours"
admin_directory,about_xmum,What is the mission of the Career Services Office (CSO)?,"CSO aspires to equip students with tools, skills, and resources to explore, develop, and manage their career pathways, enabling them to emerge as career-ready graduates with great humanistic capacity, professional knowledge, and skills.","Career Services,mission,student careers"
campus_life,it_connectivity,What core activities does the Career Services Office (CSO) organize?,"CSO organizes career coaching, Industry Engagement Sessions (IES), Grill The Drill Series (GTD), Industrial Visits, Structured Internship Briefings (SIB), Internship & Job Placement Support, Campus Career Fairs, and On-campus recruitment (OCR).","Career Services,activities,events"
campus_life,general_info,What is the contact number for the Career Services Office?,The contact number for the Career Services Office is 03-8705 5300.,"Career Services,contact,phone"
campus_life,general_info,What is the main purpose of the International Student Affairs Office (ISAO)?,"The main purpose of ISAO is to provide advice, information, and support for all international students at XMUM throughout their student lifecycle, from student pass application to graduation.","ISAO,international students,support"
campus_life,documents_identity,What kind of specialist advice does ISAO provide to international students?,"ISAO provides professional and specialist advice on student pass/visa processes, including new applications, endorsements, transfers, extensions/renewals, cancellations, and related requirements like medical screening and insurance.","ISAO,student visa,immigration"
campus_life,general_info,What is the basic rule for international students regarding student passes?,All international students are required to have a valid student pass during their entire period of study in Malaysia.,"international students,student pass,rules"
campus_life,it_connectivity,When should international students submit their application for student pass renewal?,International students must submit their application for student pass renewal to ISAO at least twelve (12) weeks in advance of the expiry date.,"student pass,renewal,international students"
campus_life,exams_grades,What happens if international students fail to renew their student pass on time?,"Students who fail to renew their student pass on time risk overstaying in the country, which is a federal offence prosecutable by Malaysian laws, and may incur penalties.","student pass,overstaying,penalty"
campus_life,documents_identity,What academic requirements must international students maintain to avoid student pass revocation?,"International students must maintain a minimum of 80% attendance in all scheduled classes and achieve a CGPA above 2.0 for academic performance, failing which their student pass may be revoked.","international students,attendance,CGPA"
campus_life,general_info,What are the contact details and office hours for the International Student Affairs Office?,"The International Student Affairs Office (Room B1 # 104) is open Monday to Friday from 9:00 am to 5:00 pm. Email: internationaloffice@xmu.edu.my, Phone: 03-8800 6838 / 03-8705 5048.","International Student,contact,office hours"
campus_life,it_connectivity,What is the purpose of the Extra-curricular Activities Guidebook?,"The Guidebook is designed to assist in the formation and operation of students' clubs and societies, and to help create an efficient and clear administrative focus.","ECA,guidebook,clubs,societies"
campus_life,general_info,What types of clubs/societies are students generally allowed to form?,"Students are generally allowed to form any types of clubs or societies except those which are politically affiliated, believed to be duplicates of existing clubs/societies, or in contravention of the law.","clubs,societies,formation,rules"
