module,question,answer,keywords
xmum_handbook_ocr,"What services are provided at The English Lounge?","The English Lounge provides personalized/small-group coaching, peer mentoring, a ""Writing Clinic"", access to English reference books, audio-visual materials, novels, newspapers, magazines, eLearning resources, a self-directed digital portal, and ""Let's Chat"" coffee chat sessions.","English Lounge, services, language support"
xmum_handbook_ocr,"What are the contact details for The English Lounge?","Email: eled@xmu.edu.my or jennymaganran@xmu.edu.my. Phone: 03-8880 5112 or 017-674 0300.","English Lounge, contact, phone"
xmum_handbook_ocr,"Where is the library located?","The library is located in the A3 Building.","library, location, building"
xmum_handbook_ocr,"What main services does the library provide?","The library provides Course Reserves, Circulation Services, diverse Learning Spaces, Creative & Experiential Zones (Makerspace, Robotic Lab, Mini Cinema, Instruction Room), Self-Service Printing, and Digital Access (desktop computers).","library, services, resources"
xmum_handbook_ocr,"What are the library's operation hours during weekdays?","The library's operation hours are Monday to Friday from 9:00 AM to 10:00 PM.","library, hours, weekdays"
xmum_handbook_ocr,"What are the library's operation hours during weekends and public holidays?","The library's operation hours are Saturday and Sunday from 9:00 AM to 5:00 PM, and on Public Holidays from 9:00 AM to 5:00 PM (except for specific closed holidays).","library, hours, weekends, holidays"
xmum_handbook_ocr,"What are the loan periods for general books for students and staff?","For General Books, students can borrow for 30 days (10 items), and staff for 30 days (10 items).","library, lending, books"
xmum_handbook_ocr,"What are the overdue fines for books and course reserve items?","Overdue fines are RM 0.20 per day for general books and RM 0.50 per hour for Course Reserve items.","library, fines, overdue"
xmum_handbook_ocr,"How are charges determined for lost books?","Charges for lost books are calculated as Book Price *2 + RM30 (Processing Fees), subject to library assessment and justification, based on price comparison from e-commerce platforms.","library, lost books, charges"
xmum_handbook_ocr,"What are some prohibited actions in the library?","Prohibited actions include leaving belongings unattended, vandalism, accessing illegal websites, rearranging furniture without permission, bringing food/beverages into all study areas, soliciting donations, taking photos/videos without consent, playing cards/games, smoking/vaping, and engaging in misconduct/harassment.","library, prohibited, rules"
xmum_handbook_ocr,"What is the rule for food and beverages in the library?","Food and beverages are allowed only at the A3 1st floor's dedicated library areas, but not in all study areas or library rooms. Bottled plain drinking water is generally allowed in library rooms.","library, food, beverages"
xmum_handbook_ocr,"What is the disciplinary action for breaching library rules or misconduct?","Violations may result in disciplinary action in accordance with the University’s Code of Conduct, including warnings from the Student Affairs Office or restrictions from future room bookings.","library, disciplinary, misconduct"
xmum_handbook_ocr,"What are the contact details for the Library's Circulation Counter?","The Library's Circulation Counter (A3-2nd Floor) phone number is 03-8800 6801. Email: librarian@xmu.edu.my.","library, contact, circulation"
xmum_handbook_ocr,"What is the general policy regarding IT facilities and campus network use?","IT facilities and campus network are primarily for educational use. Users are prohibited from viewing pornographic websites, downloading unauthorized copyrighted materials, or engaging in online gambling. Misconduct can lead to suspension, expulsion, or legal proceedings.","IT, network use, policy, rules"
xmum_handbook_ocr,"How can students connect to the campus Wi-Fi?","Students can connect to the campus Wi-Fi network named ""Student-5G"" or ""Student"" using the security key/password ""xmustudent"".","IT, Wi-Fi, connection"
xmum_handbook_ocr,"Is it allowed to use personal wireless routers on campus?","To use personal wireless routers, approval from the IT Department is required. The Wi-Fi name (SSID) for personal use cannot begin with ""XMU"" or use existing SSID names like Staff, Guest, Student.","IT, personal router, rules"
xmum_handbook_ocr,"What is the official communication channel used by the University for announcements?","The University will use email as one of the communication channels to make announcements.","IT, email, communication"
xmum_handbook_ocr,"What IT facilities and services can be accessed using the Campus ID?","The Campus ID can be used to access book borrowing, door access, discussion room bookings, VPN access, University learning portal (Moodle), Academic Affairs Online Systems, AskA, and the student portal.","IT, Campus ID, access"
xmum_handbook_ocr,"What is the Campus ECard used for?","The Campus ECard can be used in canteens, supermarkets, and for Library's fine payments.","IT, Campus ECard, payments"
xmum_handbook_ocr,"How can users access XMUM's secured network remotely?","Users can access XMUM's secured network remotely via WebVPN (https://linc.xmu.edu.my/ -> Technologies -> Network & Connectivity -> Secured Network Access (VPN)) using their Campus ID and password, limited to academic and research purposes.","IT, VPN, remote access"
xmum_handbook_ocr,"How do students enroll in a course on Moodle?","To enroll in a course on Moodle, students log in with their Campus ID and password, select a course, and enter the Enrolment Key provided by the lecturer.","IT, Moodle, course enrollment"
xmum_handbook_ocr,"How can students submit questions or feedback to the IT or Library department?","Students can use AskA (https://app.xmu.edu.my/AskA) by logging in with their Campus ID and Password to submit questions or feedback.","IT, Library, AskA, feedback"
xmum_handbook_ocr,"What are the contact details and office hours for the IT Department?","The IT Department (B1-G09, A3-1st Floor-103) is open Monday - Friday from 8:30 am to 5:30 pm. Phone: 03-8705 5003, 03-8705 5014. Email: ITService@xmu.edu.my.","IT, contact, office hours"
xmum_handbook_ocr,"What are the general services provided by the Operations and Maintenance Department?","The Operations and Maintenance Department is responsible for the functionality and well-being of XMUM in terms of outdoor surroundings and indoor building-related facilities, as well as providing a safe and secured environment.","Operations, Maintenance, services"
xmum_handbook_ocr,"What are the operation hours for the Operations and Maintenance Department?","Weekdays (Mon-Fri): 8:30 am to 5:30 pm (full department), after 5:30 pm (Security & Maintenance only). Weekends & Public Holidays: 24 hours (Security only), 8:30 am to midnight (Maintenance only).","Operations, Maintenance, hours"
xmum_handbook_ocr,"What is the policy on smoking and vaping on campus?","XMUM imposes a blanket ban on smoking and vaping in all areas of the campus, including student hostels.","campus rules, smoking, vaping"
xmum_handbook_ocr,"What are the parking regulations on campus?","All vehicles must be registered with the university and display a parking sticker. Abandoned vehicles are subject to towing. Vehicle repairs that create a nuisance are not permitted. The maximum speed limit is 30km/h. Personal vehicles are not allowed to be left overnight without approval. Parking in designated or restricted spaces (e.g., handicap, VIP) is prohibited 24/7.","parking, regulations, campus"
xmum_handbook_ocr,"What are the penalties for parking violations?","Vehicles are subject to being immobilized with a wheel lock/tire clamp by Campus Security, and a fine of RM50 will be imposed to release it.","parking, violations, penalties"
xmum_handbook_ocr,"What should students do if they smell smoke or see fire on campus?","They should immediately activate the fire alarm system, evacuate the building to the nearest designated Emergency Assembly Point without using lifts, and contact Security (019-348 9999).","fire safety, emergency, procedures"
xmum_handbook_ocr,"What are the emergency contact numbers for Police Stations near XMUM?","Bandar Baru Salak Tinggi Police: 03-8777 4484. Dengkil Police: 03-8768 6222. Sepang Police: 03-8777 4222.","emergency, police, contact"
xmum_handbook_ocr,"What are the emergency contact numbers for Fire Brigades near XMUM?","Sepang Fire Brigade: 03-3142 1333. Kuala Lumpur International Airport (KLIA) Fire Brigade: 03-8787 4970.","emergency, fire brigade, contact"
xmum_handbook_ocr,"How can students request maintenance services?","Students can log in to http://app.xmu.edu.my/maintenance to report defects through the online maintenance reporting system. For emergencies, contact the Maintenance Hotline: 017-313 5947.","maintenance, request, hotline"
xmum_handbook_ocr,"What are the contact details and office hours for the Operations and Maintenance Department?","The Operations and Maintenance Department (Room B11 # G13) is open Monday to Friday from 8:30 am to 5:30 pm. Maintenance Hotline: 017-313 5947. Security Hotline: 019-348 9999.","Operations, Maintenance, contact, hours"
xmum_handbook_ocr,"What types of sports facilities are available at XMUM?","XMUM offers indoor and outdoor basketball and badminton courts, outdoor volleyball and tennis courts, an Olympic-sized football field, a track, 2 gymnasiums, a table tennis room, an Olympic-sized swimming pool, and a yoga room.","sports facilities, campus, types"
xmum_handbook_ocr,"What are the operation hours for the gymnasium?","The gymnasium is open Monday to Sunday from 8:00 am to 10:00 pm.","gymnasium, hours, sports"
xmum_handbook_ocr,"What are the operation hours for the swimming pool?","The swimming pool is open Tuesday to Sunday from 4:00 pm to 10:00 pm and is closed on Monday and Public Holiday(s).","swimming pool, hours, sports"
xmum_handbook_ocr,"What are some key rules for using the XMUM swimming pool?","The pool is exclusively for staff and students, usable only when officially open with a lifeguard. Proper swimming attire is mandatory, food/drinks/pets are not allowed in the enclosure, and users with infectious diseases/open wounds are prohibited. Running, rough play, excessive noise, spitting, or discharging bodily wastes are strictly prohibited.","swimming pool, rules, sports"
xmum_handbook_ocr,"How can students provide feedback regarding cafeterias?","Students can provide feedback via email (canteen.inquiry@xmu.edu.my), scanning a QR code for an online form (AskA), writing in the anonymous feedback book at the counter, or through the canteen supervision committee under the student council.","cafeteria, feedback, channels"
xmum_handbook_ocr,"What are the rules for self-service laundry rooms?","Users must be mindful of time usage, collect clothes promptly, maintain cleanliness, and are prohibited from washing shoes/floor mats/flammable items or bringing pets into laundry rooms.","laundry, rules, self-service"
xmum_handbook_ocr,"What medical services are available on-campus?","An on-campus clinic, operated by Plux Health Clinic, provides consultations, dispenses medicines, and arranges laboratory tests for a fee. Nurses are available 24 hours, doctors from 9 am to 5 pm (Monday-Sunday), but doctors are not available on Selangor Public Holidays.","medical services, on-campus, clinic"
xmum_handbook_ocr,"What are the emergency helplines on campus?","The XMUM Emergency Helpline is 019-348 9999, and the Swimming Pool Lifeguard can be reached at 012-584 6405.","emergency, helplines, campus"
