module,question,answer,keywords
mba_student,"What is the procedure for cancelling a visa upon graduation for international
mba_student,"How are the charges for lost library books determined at XMUM?","Charges for lost books are determined based on a price comparison process conducted through e-commerce platforms such as Amazon.com and other relevant sources.","library, lost, books, charges"
mba_student,"Where are the self-service printers located in the library and when can they be used?","Self-service printers are located on the 1st floor of the library and can be used during the library's operation hours.","library, printing, printers, location"
mba_student,"What is the policy regarding food and beverages inside the XMUM library?","Food and beverages are strictly prohibited in all study areas and library rooms, except for bottled plain drinking water in library rooms, and are only allowed at the A3 1st floor's dedicated library areas.","library, food, drinks, policy"
mba_student,"How can students reserve library rooms such as the Instruction Room, Mini Cinema, or Makerspace?","Library rooms must be reserved via the Space Booking System, and the patron who booked the room must be present in the reserved room.","library, room, booking, reservation"
mba_student,"What is the location, email, and phone number of the Library's Circulation Counter?","The Library's Circulation Counter is located at A3-2nd Floor. You can contact them via email at librarian@xmu.edu.my or by phone at 03-8800 6801.","library, contact, email, phone"
mba_student,"What are the default WiFi network names and password for students on campus?","Students can connect to the campus WiFi using the network names ""Student-5G"" or ""Student"" with the security key/password ""xmustudent"".","wifi, internet, password, connection"
mba_student,"What are the rules for using a personal wireless router on the XMUM campus?","You must seek approval from the IT Department. The WiFi name (SSID) for personal use cannot begin with ""XMU"" nor use the same SSID names as Staff, Guest, or Student.","router, wifi, ssid, personal"
mba_student,"How do students set or reset their Campus ID password?","Students must access https://id.xmu.edu.my/ to set or reset their Campus ID password. The link to set the password will be sent to the student's email address.","campus, id, password, reset"
mba_student,"Where can the Campus ECard be used on campus?","The Campus ECard can be used in canteens, supermarkets, and for paying library fines.","ecard, payment, canteen, library"
mba_student,"What are the contact details and operation hours of the IT Department?","The IT Department can be reached at it@xmu.edu.my, or by phone at 03-8705 5003 (B1-G09) and 03-8705 5014 (A3-1st Floor-103). Their operation hours are Monday to Friday, 8:30am to 5:30pm.","it, contact, phone, hours"
mba_student,"What is the 24-hour XMUM Security Hotline number to report accidents or security breaches?","The 24-hour XMUM Security Hotline number is 019-348 9999.","security, hotline, emergency, phone"
mba_student,"What is required to park a vehicle on the XMUM campus?","All vehicles must be registered at the Security house, and a valid parking sticker must be properly displayed on the vehicle.","parking, vehicle, registration, sticker"
mba_student,"What is the fine for having a vehicle immobilized with a wheel lock on campus?","A fine of RM 50 will be imposed to release the wheel lock/clamp.","parking, fine, wheel, lock"
mba_student,"How can students request emergency maintenance after office hours?","Students can contact the Maintenance Hotline at 017-3135947 for emergency maintenance after office hours.","maintenance, emergency, hotline, phone"
mba_student,"What are the operating hours for the XMUM Gymnasium and Swimming Pool?","The Gymnasium is open Monday to Sunday from 8:00am to 10:00pm. The Swimming Pool is open Tuesday to Sunday from 4:00pm to 10:00pm (closed on Mondays and Public Holidays).","gym, swimming, pool, hours"
mba_student,"What are the operating hours and location of the on-campus clinic?","The PluxHealth Clinic is located at B1-G11. A nurse (SRN) is available 24 hours daily (including Selangor Public Holidays), and a doctor is available Monday to Sunday from 9:00am to 5:00pm (no doctor on Selangor Public Holidays).","clinic, medical, doctor, hours"
mba_student,"What are the contact numbers for the self-service laundry customer carelines?","You can contact Ibu Sayang at 03-27700100 or Happy Wash at 016-3948418.","laundry, careline, contact, phone"
mba_student,"What are the available channels for students to provide feedback about the campus cafeterias?","Students can email canteen.inquiry@xmu.edu.my, scan the AskA feedback QR code in the cafeteria, write in the anonymous book at the feedback counter, or submit feedback through the Canteen Supervision Committee under the Student Council.","cafeteria, canteen, feedback, email"
